Event,Site,Date,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,Variant,TimeControl,ECO,Termination
Rated bullet game,https://lichess.org/55xx8U04,2019.10.01,thomas123456,balal235,0-1,2019.10.01,14:28:18,1643,1744,-5,+17,Standard,120+1,B32,Time forfeit
Rated bullet game,https://lichess.org/Nf7iPYKX,2019.10.01,TisqueL,thomas123456,1-0,2019.10.01,14:21:51,1644,1650,+8,-7,Standard,120+1,C46,Normal
Rated bullet game,https://lichess.org/nw1VkMAD,2019.10.01,thomas123456,Osborne88,0-1,2019.10.01,14:16:42,1657,1687,-7,+7,Standard,120+1,B40,Time forfeit
Rated bullet game,https://lichess.org/Ghs43e49,2019.10.01,thomas123456,jj30338,0-1,2019.10.01,14:11:17,1665,1603,-8,+9,Standard,120+1,A06,Normal
Rated bullet game,https://lichess.org/YhgYxMPk,2019.10.01,Rasul_96,thomas123456,0-1,2019.10.01,14:05:48,1638,1658,-7,+7,Standard,120+1,C25,Normal
Rated bullet game,https://lichess.org/xebl4FY1,2019.10.01,thomas123456,imamrahil,0-1,2019.10.01,14:01:41,1665,1683,-7,+7,Standard,120+1,B22,Normal
Rated bullet game,https://lichess.org/ZqqqQsTp,2019.10.01,thomas123456,tushkan4o,0-1,2019.10.01,12:25:39,1672,1677,-7,+7,Standard,120+1,C51,Normal
Rated bullet game,https://lichess.org/cb2vgGds,2019.10.01,tushkan4o,thomas123456,0-1,2019.10.01,12:21:33,1685,1664,-8,+8,Standard,120+1,C54,Time forfeit
Rated bullet game,https://lichess.org/5opsgZGh,2019.10.01,thomas123456,tushkan4o,0-1,2019.10.01,12:20:54,1671,1678,-7,+7,Standard,120+1,B10,Normal
Rated bullet game,https://lichess.org/Y8RcI2Ex,2019.10.01,tushkan4o,thomas123456,1-0,2019.10.01,12:15:20,1670,1678,+8,-7,Standard,120+1,C44,Normal
Rated bullet game,https://lichess.org/qNO6voIk,2019.10.01,thomas123456,tushkan4o,1-0,2019.10.01,12:09:58,1671,1677,+7,-7,Standard,120+1,B10,Time forfeit
Rated bullet game,https://lichess.org/bhmJ5ytA,2019.10.01,tushkan4o,thomas123456,0-1,2019.10.01,12:04:36,1685,1663,-8,+8,Standard,120+1,C53,Time forfeit
Rated bullet game,https://lichess.org/7c5cqWRf,2019.10.01,thomas123456,tushkan4o,0-1,2019.10.01,12:01:23,1670,1678,-7,+7,Standard,120+1,B10,Normal
Rated bullet game,https://lichess.org/90EmlsQh,2019.10.01,tushkan4o,thomas123456,1-0,2019.10.01,11:56:03,1670,1677,+8,-7,Standard,120+1,C54,Normal
Rated bullet game,https://lichess.org/ZKKjP1pd,2019.10.01,SINGER77,thomas123456,1-0,2019.10.01,11:52:37,1691,1684,+7,-7,Standard,120+1,D00,Normal
Rated bullet game,https://lichess.org/edpUDaLn,2019.10.01,andfera,thomas123456,1-0,2019.10.01,11:50:57,1661,1691,+8,-7,Standard,120+1,C68,Normal
Rated bullet game,https://lichess.org/nluemEjW,2019.10.01,thomas123456,linus46,1-0,2019.10.01,09:09:09,1683,1725,+8,-8,Standard,120+1,C40,Normal
Rated bullet game,https://lichess.org/vUUAMgzr,2019.10.01,linus46,thomas123456,1-0,2019.10.01,09:05:19,1718,1689,+7,-6,Standard,120+1,C53,Normal
Rated bullet game,https://lichess.org/qVQcKitl,2019.10.01,thomas123456,Surdena,1-0,2019.10.01,09:02:04,1682,1689,+7,-7,Standard,120+1,C51,Normal
Rated bullet game,https://lichess.org/GiESTGhg,2019.09.27,thomas123456,NicFeltes,1-0,2019.09.27,12:04:08,1674,1679,+8,-7,Standard,120+1,C50,Time forfeit
Rated bullet game,https://lichess.org/Qc3NSzWt,2019.09.25,thomas123456,TeresaRo,1-0,2019.09.25,14:01:17,1666,1728,+8,-8,Standard,120+1,B90,Normal
Rated bullet game,https://lichess.org/Gx2as5mV,2019.09.25,thomas123456,PrezesZKrakowa,0-1,2019.09.25,13:58:13,1674,1638,-8,+8,Standard,120+1,B32,Normal
Rated bullet game,https://lichess.org/BjNzlyJ7,2019.09.25,jivopir,thomas123456,0-1,2019.09.25,13:12:07,1594,1668,-5,+6,Standard,120+1,D00,Normal
Rated bullet game,https://lichess.org/J5ltZ28U,2019.09.25,thomas123456,jivopir,1-0,2019.09.25,13:09:36,1662,1600,+6,-6,Standard,120+1,B01,Normal
Rated bullet game,https://lichess.org/2TvGQV6b,2019.09.25,jivopir,thomas123456,1/2-1/2,2019.09.25,13:04:22,1599,1663,+1,-1,Standard,120+1,D01,Normal
Rated bullet game,https://lichess.org/fYBZcT7s,2019.09.25,thomas123456,jivopir,1-0,2019.09.25,12:59:35,1657,1605,+6,-6,Standard,120+1,B01,Normal
Rated bullet game,https://lichess.org/L6E0cUcG,2019.09.25,jivopir,thomas123456,1-0,2019.09.25,12:58:21,1596,1665,+9,-8,Standard,120+1,D00,Normal
Rated bullet game,https://lichess.org/7bzESCcx,2019.09.25,marieta,thomas123456,0-1,2019.09.25,11:32:24,1708,1657,-8,+8,Standard,120+1,C44,Time forfeit
Rated bullet game,https://lichess.org/Asyb4JB2,2019.09.24,YoungBailey,thomas123456,0-1,2019.09.24,10:38:50,1612,1650,-6,+7,Standard,120+1,D35,Normal
Rated bullet game,https://lichess.org/AuCPefOz,2019.09.24,thomas123456,YoungBailey,0-1,2019.09.24,10:34:14,1658,1604,-8,+8,Standard,120+1,B10,Normal
Rated bullet game,https://lichess.org/liKIySSg,2019.09.24,jeay,thomas123456,0-1,2019.09.24,10:30:12,1568,1653,-5,+5,Standard,120+1,C53,Normal
Rated bullet game,https://lichess.org/Wszg6gK4,2019.09.23,thomas123456,Ohadsim,1-0,2019.09.23,11:55:42,1645,1695,+8,-7,Standard,120+1,B50,Normal
Rated bullet game,https://lichess.org/NJWS0KV8,2019.09.23,Ohadsim,thomas123456,1-0,2019.09.23,11:54:23,1689,1651,+6,-6,Standard,120+1,C53,Normal
Rated bullet game,https://lichess.org/giw1w9xd,2019.09.23,thomas123456,mercer93,1-0,2019.09.23,10:08:19,1645,1585,+6,-5,Standard,120+1,B33,Normal
Rated bullet game,https://lichess.org/Gae78ute,2019.09.23,mercer93,thomas123456,1-0,2019.09.23,10:06:45,1577,1653,+8,-8,Standard,120+1,C51,Normal
Rated bullet game,https://lichess.org/jCtlYD9A,2019.09.22,thomas123456,newvirginia,1-0,2019.09.22,11:04:03,1645,1714,+8,-9,Standard,120+1,B03,Normal
Rated bullet game,https://lichess.org/raBKxYDU,2019.09.22,thomas123456,Trotzauge,1-0,2019.09.22,10:58:34,1637,1666,+8,-8,Standard,120+1,B90,Time forfeit
Rated bullet game,https://lichess.org/wedhAIzT,2019.09.22,thomas123456,gringo49,0-1,2019.09.22,10:54:49,1644,1636,-7,+8,Standard,120+1,C50,Normal
Rated bullet game,https://lichess.org/HmyEQpiR,2019.09.20,miladkahn,thomas123456,0-1,2019.09.20,13:43:50,1647,1637,-11,+7,Standard,120+1,A00,Time forfeit
Rated bullet game,https://lichess.org/9YBlqD7j,2019.09.20,bamsh,thomas123456,1-0,2019.09.20,13:37:13,1685,1643,+6,-6,Standard,120+1,C93,Normal
Rated bullet game,https://lichess.org/AHdvmyBp,2019.09.20,thomas123456,bamsh,0-1,2019.09.20,13:34:35,1649,1678,-6,+7,Standard,120+1,C52,Normal
Rated bullet game,https://lichess.org/UbxUa3Vp,2019.09.20,bamsh,thomas123456,1-0,2019.09.20,13:29:08,1671,1656,+7,-7,Standard,120+1,C96,Time forfeit
Rated bullet game,https://lichess.org/TqcDAFzT,2019.09.20,thomas123456,bamsh,1-0,2019.09.20,13:24:33,1648,1679,+8,-8,Standard,120+1,C52,Normal
Rated bullet game,https://lichess.org/QCcY2QqW,2019.09.20,bamsh,thomas123456,0-1,2019.09.20,13:19:43,1686,1640,-7,+8,Standard,120+1,C92,Time forfeit
Rated bullet game,https://lichess.org/PNh21vEE,2019.09.20,thomas123456,bamsh,0-1,2019.09.20,13:15:02,1646,1680,-6,+6,Standard,120+1,C52,Normal
Rated bullet game,https://lichess.org/0zS98ywN,2019.09.20,bamsh,thomas123456,1-0,2019.09.20,13:13:38,1673,1653,+7,-7,Standard,120+1,C78,Normal
Rated bullet game,https://lichess.org/MQ2CBU3D,2019.09.20,thomas123456,bamsh,1-0,2019.09.20,13:08:12,1645,1681,+8,-8,Standard,120+1,C52,Time forfeit
Rated bullet game,https://lichess.org/xpUCxSUs,2019.09.20,bamsh,thomas123456,1-0,2019.09.20,13:03:36,1674,1651,+7,-6,Standard,120+1,C96,Normal
Rated bullet game,https://lichess.org/o3I3mHFX,2019.09.20,thomas123456,bamsh,1-0,2019.09.20,12:57:54,1643,1682,+8,-8,Standard,120+1,C52,Time forfeit
Rated bullet game,https://lichess.org/GfORCxgO,2019.09.20,bamsh,thomas123456,1/2-1/2,2019.09.20,12:51:53,1682,1643,+0,+0,Standard,120+1,C96,Normal
Rated bullet game,https://lichess.org/pU40Neb3,2019.09.20,thomas123456,bamsh,1-0,2019.09.20,12:48:19,1634,1690,+9,-8,Standard,120+1,C52,Normal
Rated bullet game,https://lichess.org/UAZpnHu8,2019.09.20,bamsh,thomas123456,1-0,2019.09.20,12:47:00,1684,1640,+6,-6,Standard,120+1,C96,Normal
Rated bullet game,https://lichess.org/dhsPHikB,2019.09.20,thomas123456,helloeveryone12,0-1,2019.09.20,12:41:10,1647,1656,-7,+7,Standard,120+1,C00,Time forfeit
Rated bullet game,https://lichess.org/f24Jo1I7,2019.09.20,curiousjoe,thomas123456,0-1,2019.09.20,12:39:08,1625,1640,-7,+7,Standard,120+1,C44,Normal
Rated bullet game,https://lichess.org/iEoyzyXZ,2019.09.20,thomas123456,xubuntu,1-0,2019.09.20,12:32:56,1632,1650,+8,-7,Standard,120+1,B13,Time forfeit
Rated bullet game,https://lichess.org/ppaDIIje,2019.09.20,thomas123456,ebffc3,1-0,2019.09.20,12:29:41,1625,1654,+7,-7,Standard,120+1,C52,Normal
Rated bullet game,https://lichess.org/3hClZ6kf,2019.09.20,ebffc3,thomas123456,0-1,2019.09.20,12:26:10,1662,1616,-8,+9,Standard,120+1,A03,Normal
Rated bullet game,https://lichess.org/FrtTGqzE,2019.09.20,thomas123456,ebffc3,0-1,2019.09.20,12:22:12,1623,1655,-7,+7,Standard,120+1,C52,Normal
Rated bullet game,https://lichess.org/Z0dgprPb,2019.09.20,ebffc3,thomas123456,1-0,2019.09.20,12:16:33,1649,1629,+6,-6,Standard,120+1,A03,Time forfeit
Rated bullet game,https://lichess.org/Jh2iUXO8,2019.09.20,thomas123456,alighadermarzy,1-0,2019.09.20,12:10:15,1620,1708,+9,-9,Standard,120+1,C00,Time forfeit
Rated bullet game,https://lichess.org/eiMVC1tp,2019.09.20,thomas123456,SazedRo,1-0,2019.09.20,12:07:37,1614,1585,+6,-6,Standard,120+1,B90,Normal
Rated bullet game,https://lichess.org/eKZ8m5nC,2019.09.20,l0rd_demon,thomas123456,0-1,2019.09.20,12:04:18,1619,1606,-7,+8,Standard,120+1,D37,Normal
Rated bullet game,https://lichess.org/BSubQqOF,2019.09.20,thomas123456,Neandertal49,1-0,2019.09.20,11:59:43,1600,1571,+6,-6,Standard,120+1,B01,Time forfeit
Rated bullet game,https://lichess.org/iCKcj1Ad,2019.09.20,thomas123456,RUMCAMChess,1-0,2019.09.20,11:41:20,1593,1539,+7,-6,Standard,120+1,B90,Normal
Rated bullet game,https://lichess.org/yqLxSDgu,2019.09.20,KARAM-DAGHMAN,thomas123456,1/2-1/2,2019.09.20,11:35:21,1669,1592,-1,+1,Standard,120+1,C77,Normal
Rated bullet game,https://lichess.org/hiV0bAEd,2019.09.20,Chuperri,thomas123456,0-1,2019.09.20,11:30:05,1568,1585,-6,+7,Standard,120+1,D35,Time forfeit
Rated bullet game,https://lichess.org/bgSOrXwt,2019.09.20,kaisaka,thomas123456,0-1,2019.09.20,11:25:26,1672,1576,-9,+9,Standard,120+1,D38,Normal
Rated bullet game,https://lichess.org/ktu3JfKs,2019.09.20,thomas123456,Ponthiru,0-1,2019.09.20,11:21:40,1583,1569,-7,+7,Standard,120+1,C57,Normal
Rated bullet game,https://lichess.org/0g0sRKul,2019.09.20,juanhk,thomas123456,0-1,2019.09.20,10:09:57,1626,1575,-8,+8,Standard,120+1,C44,Normal
Rated bullet game,https://lichess.org/p2y2ovfm,2019.09.20,thomas123456,juanhk,1-0,2019.09.20,10:05:16,1566,1634,+9,-8,Standard,120+1,C00,Normal
Rated bullet game,https://lichess.org/bWrSzZgM,2019.09.20,juanhk,thomas123456,1-0,2019.09.20,10:00:24,1628,1572,+6,-6,Standard,120+1,C45,Normal
Rated bullet game,https://lichess.org/4nhC73CI,2019.09.20,thomas123456,KrossMeister,0-1,2019.09.20,09:55:45,1579,1556,-7,+8,Standard,120+1,C00,Normal
Rated bullet game,https://lichess.org/DVOI3NZZ,2019.09.20,thomas123456,hndo,0-1,2019.09.20,09:54:07,1584,1692,-5,+5,Standard,120+1,B44,Normal
Rated bullet game,https://lichess.org/OMDYbrOj,2019.09.20,Atif_Khan_007,thomas123456,0-1,2019.09.20,09:49:15,1578,1577,-7,+7,Standard,120+1,C51,Normal
Rated bullet game,https://lichess.org/pUn4pKel,2019.09.20,grasputin,thomas123456,1-0,2019.09.20,09:45:39,1526,1585,+9,-8,Standard,120+1,D02,Normal
Rated bullet game,https://lichess.org/M0DkQYVn,2019.09.19,Rubik_v,thomas123456,0-1,2019.09.19,11:50:12,1596,1578,-7,+7,Standard,120+1,A27,Normal
Rated bullet game,https://lichess.org/Fm0x7UAI,2019.09.19,thomas123456,Rubik_v,1/2-1/2,2019.09.19,11:43:34,1577,1597,+1,-1,Standard,120+1,B00,Normal
Rated bullet game,https://lichess.org/dIOB8PRN,2019.09.19,Rubik_v,thomas123456,0-1,2019.09.19,11:38:59,1604,1569,-7,+8,Standard,120+1,A27,Normal
Rated bullet game,https://lichess.org/rgYUIgj4,2019.09.19,thomas123456,Rubik_v,0-1,2019.09.19,11:34:30,1576,1598,-7,+6,Standard,120+1,B32,Time forfeit
Rated bullet game,https://lichess.org/bxMIlAVm,2019.09.19,Rubik_v,thomas123456,0-1,2019.09.19,11:29:03,1605,1568,-7,+8,Standard,120+1,A27,Time forfeit
Rated bullet game,https://lichess.org/tuh2GjIf,2019.09.19,thomas123456,Rubik_v,0-1,2019.09.19,11:23:53,1574,1599,-6,+6,Standard,120+1,B32,Time forfeit
Rated bullet game,https://lichess.org/mAVZudC5,2019.09.19,thomas123456,cptcraptastic,0-1,2019.09.19,11:19:06,1581,1590,-7,+7,Standard,120+1,B46,Time forfeit
Rated bullet game,https://lichess.org/4Jfzxd7G,2019.09.19,Rishat89,thomas123456,0-1,2019.09.19,11:14:37,1713,1571,-10,+10,Standard,120+1,A00,Normal
Rated bullet game,https://lichess.org/hizdCu0d,2019.09.19,yee2135,thomas123456,0-1,2019.09.19,11:10:01,1377,1567,-3,+4,Standard,120+1,C20,Time forfeit
Rated bullet game,https://lichess.org/MEpiCqzZ,2019.09.19,thomas123456,yee2135,1-0,2019.09.19,11:05:15,1563,1381,+4,-4,Standard,120+1,C00,Normal
Rated bullet game,https://lichess.org/rph7pTCy,2019.09.19,remus4061,thomas123456,0-1,2019.09.19,11:02:28,1500,1559,-148,+4,Standard,120+1,D30,Normal
Rated bullet game,https://lichess.org/iTqjy2ah,2019.09.19,Omnadrenowy_Rycerz,thomas123456,0-1,2019.09.19,11:00:29,1459,1554,-6,+5,Standard,120+1,D00,Normal
Rated bullet game,https://lichess.org/9wRHqpas,2019.09.19,thomas123456,TommyWiseau,1-0,2019.09.19,10:58:56,1547,1540,+7,-7,Standard,120+1,B10,Normal
Rated bullet game,https://lichess.org/K5htnzol,2019.09.19,thomas123456,casiolo,1-0,2019.09.19,09:47:32,1540,1505,+7,-7,Standard,120+1,C41,Normal
Rated bullet game,https://lichess.org/38WMEtlx,2019.09.19,casiolo,thomas123456,0-1,2019.09.19,09:43:05,1511,1533,-6,+7,Standard,120+1,C50,Normal
Rated bullet game,https://lichess.org/MoQsEu4d,2019.09.18,thomas123456,VL43,0-1,2019.09.18,13:42:53,1536,1759,-3,+3,Standard,120+1,C00,Normal
Rated bullet game,https://lichess.org/X55hpI0P,2019.09.18,VL43,thomas123456,1-0,2019.09.18,13:41:24,1755,1539,+4,-3,Standard,120+1,A03,Normal
Rated bullet game,https://lichess.org/54JF55gH,2019.09.18,thomas123456,VL43,0-1,2019.09.18,13:37:31,1543,1752,-4,+3,Standard,120+1,C00,Normal
Rated bullet game,https://lichess.org/nWqbU1TN,2019.09.18,VL43,thomas123456,1-0,2019.09.18,13:35:04,1748,1546,+4,-3,Standard,120+1,A03,Normal
Rated bullet game,https://lichess.org/FSapYkpJ,2019.09.18,thomas123456,VL43,0-1,2019.09.18,13:30:32,1550,1745,-4,+3,Standard,120+1,C00,Time forfeit
Rated bullet game,https://lichess.org/1aldlfuc,2019.09.18,thomas123456,felizcumpleanos,1-0,2019.09.18,10:04:29,1542,1566,+8,-7,Standard,120+1,C58,Normal
Rated bullet game,https://lichess.org/O76rA469,2019.09.18,felizcumpleanos,thomas123456,1-0,2019.09.18,09:59:35,1559,1549,+7,-7,Standard,120+1,D02,Time forfeit
Rated bullet game,https://lichess.org/GGpeioBm,2019.09.18,ahdemeohde,thomas123456,1-0,2019.09.18,09:54:21,1588,1555,+7,-6,Standard,120+1,C68,Time forfeit
Rated bullet game,https://lichess.org/Uy2NLe4V,2019.09.18,thomas123456,ahdemeohde,0-1,2019.09.18,09:49:21,1561,1582,-6,+6,Standard,120+1,C50,Time forfeit
Rated bullet game,https://lichess.org/psFosUvt,2019.09.17,thomas123456,MurtadaHH44,1-0,2019.09.17,12:13:39,1555,1517,+6,-9,Standard,120+1,B27,Normal
Rated bullet game,https://lichess.org/BJ1HjkQ7,2019.09.17,MurtadaHH44,thomas123456,1-0,2019.09.17,12:10:05,1505,1563,+12,-8,Standard,120+1,C30,Normal
Rated bullet game,https://lichess.org/VshRsmCC,2019.09.17,thomas123456,MurtadaHH44,1-0,2019.09.17,12:04:05,1557,1514,+6,-9,Standard,120+1,B23,Time forfeit
Rated bullet game,https://lichess.org/BSJz2e3b,2019.09.17,MurtadaHH44,thomas123456,1-0,2019.09.17,12:01:56,1500,1565,+14,-8,Standard,120+1,B00,Normal
Rated bullet game,https://lichess.org/RlHtA1cO,2019.09.17,thomas123456,MurtadaHH44,1-0,2019.09.17,11:55:07,1559,1510,+6,-10,Standard,120+1,B27,Time forfeit
Rated bullet game,https://lichess.org/3GZD8eEt,2019.09.17,MurtadaHH44,thomas123456,0-1,2019.09.17,11:49:30,1521,1552,-11,+7,Standard,120+1,C30,Time forfeit
Rated bullet game,https://lichess.org/Ixdbzz0c,2019.09.17,thomas123456,MurtadaHH44,1-0,2019.09.17,11:46:38,1545,1533,+7,-12,Standard,120+1,B38,Normal
Rated bullet game,https://lichess.org/IfjTdfyK,2019.09.17,MurtadaHH44,thomas123456,1-0,2019.09.17,11:40:57,1519,1553,+14,-8,Standard,120+1,C30,Time forfeit
Rated bullet game,https://lichess.org/gxSAKcAL,2019.09.17,thomas123456,grafab,1-0,2019.09.17,11:35:26,1547,1452,+6,-7,Standard,120+1,C51,Normal
Rated bullet game,https://lichess.org/VARghYXp,2019.09.17,thomas123456,Javierjmc,0-1,2019.09.17,11:31:40,1551,1711,-4,+5,Standard,120+1,B20,Time forfeit
Rated bullet game,https://lichess.org/tGjcMRBO,2019.09.17,Javierjmc,thomas123456,1-0,2019.09.17,11:27:03,1707,1556,+4,-5,Standard,120+1,C69,Normal
Rated bullet game,https://lichess.org/hfZxEf9Y,2019.09.17,thomas123456,Javierjmc,0-1,2019.09.17,11:23:49,1560,1703,-4,+4,Standard,120+1,B27,Normal
Rated bullet game,https://lichess.org/FEvCRedZ,2019.09.17,Javierjmc,thomas123456,1-0,2019.09.17,11:21:38,1698,1564,+5,-4,Standard,120+1,C69,Normal
Rated bullet game,https://lichess.org/5Zm010jk,2019.09.17,thomas123456,Javierjmc,0-1,2019.09.17,11:19:16,1569,1693,-5,+5,Standard,120+1,B27,Normal
Rated bullet game,https://lichess.org/LAUNymRO,2019.09.17,thomas123456,Atorox2,0-1,2019.09.17,11:12:37,1574,1677,-5,+5,Standard,120+1,C50,Time forfeit
Rated bullet game,https://lichess.org/ll7sd3mK,2019.09.17,Atorox2,thomas123456,1-0,2019.09.17,11:06:42,1672,1579,+5,-5,Standard,120+1,A23,Normal
Rated bullet game,https://lichess.org/qUOq5HcI,2019.09.17,thomas123456,Gul-Gul,1-0,2019.09.17,11:06:04,1570,1657,+9,-9,Standard,120+1,B00,Normal
Rated bullet game,https://lichess.org/JE9hwPVT,2019.09.17,Gul-Gul,thomas123456,0-1,2019.09.17,11:00:27,1666,1561,-9,+9,Standard,120+1,C23,Time forfeit
Rated bullet game,https://lichess.org/3juLifd9,2019.09.17,thomas123456,Gul-Gul,0-1,2019.09.17,10:57:15,1566,1660,-5,+6,Standard,120+1,B00,Normal
Rated bullet game,https://lichess.org/QPPTaO5t,2019.09.17,Gul-Gul,thomas123456,1-0,2019.09.17,10:51:29,1655,1571,+5,-5,Standard,120+1,C30,Normal
Rated bullet game,https://lichess.org/Lw5y6oEY,2019.09.17,thomas123456,kuda_linglung,1-0,2019.09.17,09:43:24,1562,1663,+9,-9,Standard,120+1,B56,Time forfeit
Rated bullet game,https://lichess.org/7vCiGOma,2019.09.17,kuda_linglung,thomas123456,1-0,2019.09.17,09:38:30,1658,1567,+5,-5,Standard,120+1,D37,Normal
Rated bullet game,https://lichess.org/WqYsemij,2019.09.17,thomas123456,kuda_linglung,0-1,2019.09.17,09:35:31,1573,1652,-6,+6,Standard,120+1,B50,Normal
Rated bullet game,https://lichess.org/FxqjfLTy,2019.09.17,kuda_linglung,thomas123456,1-0,2019.09.17,09:33:34,1646,1578,+6,-5,Standard,120+1,D37,Normal
Rated bullet game,https://lichess.org/DXps2EqT,2019.09.17,thomas123456,kuda_linglung,0-1,2019.09.17,09:28:15,1584,1640,-6,+6,Standard,120+1,B45,Normal
Rated bullet game,https://lichess.org/k4ILMerX,2019.09.17,thomas123456,wargod1234,0-1,2019.09.17,09:23:08,1590,1652,-6,+6,Standard,120+1,C00,Normal
Rated bullet game,https://lichess.org/1pebyc5M,2019.09.17,FilipinTomas1975,thomas123456,1-0,2019.09.17,09:15:56,1620,1596,+7,-6,Standard,120+1,C77,Time forfeit
Rated bullet game,https://lichess.org/ekpG7MTC,2019.09.17,thomas123456,Porohvprok,0-1,2019.09.17,09:11:40,1606,1493,-10,+10,Standard,120+1,B01,Time forfeit
Rated bullet game,https://lichess.org/i8UZVwGa,2019.09.17,mr50,thomas123456,1/2-1/2,2019.09.17,09:06:17,1563,1606,+1,+0,Standard,120+1,C21,Normal
Rated bullet game,https://lichess.org/UIcUbEmS,2019.09.16,thomas123456,Vakh,1-0,2019.09.16,13:16:23,1600,1564,+6,-6,Standard,120+1,B01,Normal
Rated bullet game,https://lichess.org/colRg58z,2019.09.16,Vakh,thomas123456,0-1,2019.09.16,13:12:42,1571,1593,-7,+7,Standard,120+1,C46,Normal
Rated bullet game,https://lichess.org/G7AbdJXX,2019.09.16,thomas123456,Nik1954,1/2-1/2,2019.09.16,13:05:56,1590,1730,+3,-3,Standard,120+1,C50,Normal
Rated bullet game,https://lichess.org/NA87qEH3,2019.09.16,thomas123456,Jambon51,0-1,2019.09.16,13:03:01,1597,1600,-7,+7,Standard,120+1,B40,Normal
Rated bullet game,https://lichess.org/k48UIult,2019.09.16,Grand-Mpilos,thomas123456,1-0,2019.09.16,12:57:36,1562,1605,+8,-8,Standard,120+1,D35,Time forfeit
Rated bullet game,https://lichess.org/IxqM7htN,2019.09.16,thomas123456,Dubpunk,0-1,2019.09.16,12:56:29,1613,1569,-8,+8,Standard,120+1,B00,Normal
Rated bullet game,https://lichess.org/zvyN1VwQ,2019.09.16,thomas123456,danielgonzart,0-1,2019.09.16,12:49:55,1620,1612,-7,+7,Standard,120+1,B32,Time forfeit
Rated bullet game,https://lichess.org/YVPutAcr,2019.09.16,danielgonzart,thomas123456,0-1,2019.09.16,12:46:56,1619,1613,-7,+7,Standard,120+1,A21,Normal
Rated bullet game,https://lichess.org/5fmWwtdD,2019.09.16,Matsisti,thomas123456,1-0,2019.09.16,12:41:38,1739,1617,+5,-4,Standard,120+1,C30,Normal
Rated bullet game,https://lichess.org/9GtbxmmO,2019.09.16,thomas123456,Matsisti,0-1,2019.09.16,12:39:07,1622,1734,-5,+5,Standard,120+1,B90,Normal
Rated bullet game,https://lichess.org/mLhCf3KE,2019.09.16,Matsisti,thomas123456,0-1,2019.09.16,12:34:43,1743,1612,-9,+10,Standard,120+1,B00,Time forfeit
Rated bullet game,https://lichess.org/P3gid6VR,2019.09.16,thomas123456,Matsisti,0-1,2019.09.16,12:30:44,1617,1738,-5,+5,Standard,120+1,B90,Normal
Rated bullet game,https://lichess.org/ry08d0OD,2019.09.16,Matsisti,thomas123456,1-0,2019.09.16,12:30:04,1733,1622,+5,-5,Standard,120+1,C21,Normal
Rated bullet game,https://lichess.org/j9LHb7I2,2019.09.16,thomas123456,Matsisti,0-1,2019.09.16,12:26:23,1627,1728,-5,+5,Standard,120+1,B54,Normal
Rated bullet game,https://lichess.org/KXUqB416,2019.09.16,thomas123456,vg345,1-0,2019.09.16,12:21:18,1620,1590,+7,-6,Standard,120+1,B32,Time forfeit
Rated bullet game,https://lichess.org/GMjtUJNS,2019.09.16,vg345,thomas123456,1-0,2019.09.16,12:17:15,1582,1628,+8,-8,Standard,120+1,C45,Normal
Rated bullet game,https://lichess.org/QTsq3kSe,2019.09.16,thomas123456,vg345,1-0,2019.09.16,12:13:46,1622,1588,+6,-6,Standard,120+1,B32,Normal
Rated bullet game,https://lichess.org/aBQpyG91,2019.09.16,vg345,thomas123456,1-0,2019.09.16,12:10:29,1580,1629,+8,-7,Standard,120+1,C44,Normal
Rated bullet game,https://lichess.org/OFOdG08T,2019.09.16,norematch1,thomas123456,1-0,2019.09.16,12:08:46,1735,1635,+5,-6,Standard,120+1,A01,Normal
Rated bullet game,https://lichess.org/6hyaPhOo,2019.09.16,mejordecerca,thomas123456,1-0,2019.09.16,12:03:27,1979,1636,+2,-1,Standard,120+1,C22,Normal
Rated bullet game,https://lichess.org/qE6uSKxG,2019.09.16,thomas123456,mejordecerca,0-1,2019.09.16,12:00:42,1638,1977,-2,+2,Standard,120+1,B08,Normal
Rated bullet game,https://lichess.org/dPYly8JZ,2019.09.16,mejordecerca,thomas123456,1-0,2019.09.16,12:00:14,1975,1640,+2,-2,Standard,120+1,C21,Normal
Rated bullet game,https://lichess.org/GLtfcuTb,2019.09.16,thomas123456,mejordecerca,0-1,2019.09.16,11:57:25,1642,1973,-2,+2,Standard,120+1,B07,Normal
Rated bullet game,https://lichess.org/nU9ZhSUm,2019.09.16,mejordecerca,thomas123456,1-0,2019.09.16,11:52:28,1971,1644,+2,-2,Standard,120+1,C21,Time forfeit
Rated bullet game,https://lichess.org/zSVPb9SR,2019.09.16,thomas123456,mejordecerca,0-1,2019.09.16,11:47:41,1646,1969,-2,+2,Standard,120+1,B07,Normal
Rated bullet game,https://lichess.org/PnYC5Eu1,2019.09.16,mejordecerca,thomas123456,1-0,2019.09.16,11:43:59,1967,1648,+2,-2,Standard,120+1,C22,Normal
Rated bullet game,https://lichess.org/jjTK7rAP,2019.09.16,thomas123456,mejordecerca,0-1,2019.09.16,11:39:09,1650,1965,-2,+2,Standard,120+1,B00,Normal
Rated bullet game,https://lichess.org/FcKEoiv9,2019.09.16,mejordecerca,thomas123456,1-0,2019.09.16,11:36:36,1963,1652,+2,-2,Standard,120+1,C22,Normal
