Event,Site,Date,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,Variant,TimeControl,ECO,Termination
Rated bullet game,https://lichess.org/3MmWmm6H,2023.08.19,wilfv100,thomas123456,1-0,2023.08.19,11:53:12,2102,2103,+5,-6,Standard,60+0,D02,Normal
Rated bullet game,https://lichess.org/vXRMSF1p,2023.08.19,Skakac11,thomas123456,1-0,2023.08.19,11:51:19,2096,2109,+6,-6,Standard,60+0,C50,Normal
Rated bullet game,https://lichess.org/fXADulAG,2023.08.19,thomas123456,Skakac11,0-1,2023.08.19,11:49:53,2115,2090,-6,+6,Standard,60+0,C44,Normal
Rated bullet game,https://lichess.org/5YseqTEG,2023.08.19,thomas123456,aminought,1-0,2023.08.19,11:47:45,2109,2127,+6,-6,Standard,60+0,A05,Time forfeit
Rated bullet game,https://lichess.org/K71Zqm9c,2023.08.19,Tafa35,thomas123456,1-0,2023.08.19,11:47:37,2092,2115,+6,-6,Standard,60+0,A01,Normal
Rated bullet game,https://lichess.org/ywjGlxKS,2023.08.19,thomas123456,Tafa35,1-0,2023.08.19,11:45:41,2109,2098,+6,-6,Standard,60+0,C50,Normal
Rated bullet game,https://lichess.org/LDM0d6rW,2023.08.19,Tafa35,thomas123456,0-1,2023.08.19,11:43:25,2103,2103,-5,+6,Standard,60+0,A01,Time forfeit
Rated bullet game,https://lichess.org/HFwZUEtu,2023.08.19,jem20061,thomas123456,0-1,2023.08.19,11:41:24,2021,2099,-5,+4,Standard,60+0,A40,Time forfeit
Rated bullet game,https://lichess.org/73CdiDFm,2023.08.19,thomas123456,jem20061,0-1,2023.08.19,11:39:19,2106,2014,-7,+7,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/juT9GJYZ,2023.08.19,jem20061,thomas123456,0-1,2023.08.19,11:37:12,2018,2101,-4,+5,Standard,60+0,D00,Time forfeit
Rated bullet game,https://lichess.org/JtiOUhE7,2023.08.19,GGanesh1,thomas123456,1-0,2023.08.19,11:36:08,2129,2107,+5,-6,Standard,60+0,A40,Normal
Rated bullet game,https://lichess.org/Y4olKLEi,2023.08.19,thomas123456,GGanesh1,1-0,2023.08.19,11:33:58,2100,2135,+7,-6,Standard,60+0,B10,Time forfeit
Rated bullet game,https://lichess.org/OLeKUlls,2023.08.19,thomas123456,Mbarani220,1-0,2023.08.19,09:46:37,2095,2086,+5,-5,Standard,60+0,B10,Normal
Rated bullet game,https://lichess.org/2CCkbYVU,2023.08.19,thomas123456,Balhadak,0-1,2023.08.19,09:44:41,2100,2130,-5,+5,Standard,60+0,A04,Normal
Rated bullet game,https://lichess.org/cQhCebHa,2023.08.19,Balhadak,thomas123456,0-1,2023.08.19,09:42:51,2136,2094,-6,+6,Standard,60+0,A02,Normal
Rated bullet game,https://lichess.org/ZZRdUD66,2023.08.19,thomas123456,Balhadak,1-0,2023.08.19,09:40:51,2087,2143,+7,-7,Standard,60+0,B00,Normal
Rated bullet game,https://lichess.org/UVcjpB63,2023.08.19,Balhadak,thomas123456,0-1,2023.08.19,09:40:07,2150,2080,-7,+7,Standard,60+0,A02,Normal
Rated bullet game,https://lichess.org/AdLmUvae,2023.08.19,chernyi,thomas123456,0-1,2023.08.19,09:38:28,2032,2075,-5,+5,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/JxXcakQV,2023.08.19,thomas123456,chernyi,1-0,2023.08.19,09:36:38,2070,2037,+5,-5,Standard,60+0,B21,Time forfeit
Rated bullet game,https://lichess.org/pH9HfMA3,2023.08.19,chernyi,thomas123456,0-1,2023.08.19,09:34:58,2043,2064,-6,+6,Standard,60+0,A40,Normal
Rated bullet game,https://lichess.org/plvgIyko,2023.08.19,thomas123456,chernyi,0-1,2023.08.19,09:32:59,2070,2036,-6,+7,Standard,60+0,B30,Normal
Rated bullet game,https://lichess.org/oa4dCCSQ,2023.08.19,chernyi,thomas123456,1-0,2023.08.19,09:30:48,2030,2077,+6,-7,Standard,60+0,A40,Time forfeit
Rated bullet game,https://lichess.org/Kg5FDLGw,2023.08.19,thomas123456,chernyi,0-1,2023.08.19,09:29:27,2084,2023,-7,+7,Standard,60+0,B32,Normal
Rated bullet game,https://lichess.org/66KY3FAM,2023.08.19,thomas123456,insta_theblueorbis,0-1,2023.08.19,09:27:15,2089,2119,-5,+5,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/HiW6Okq3,2023.08.19,insta_theblueorbis,thomas123456,0-1,2023.08.19,09:25:17,2125,2082,-6,+7,Standard,60+0,B06,Time forfeit
Rated bullet game,https://lichess.org/h7BhNDjI,2023.08.19,thomas123456,windsovich,0-1,2023.08.19,09:22:51,2088,2085,-6,+6,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/DX4N0s1R,2023.08.19,thomas123456,Kurgan0303,1-0,2023.08.19,09:20:57,2083,2044,+5,-5,Standard,60+0,B32,Time forfeit
Rated bullet game,https://lichess.org/mfVNs0ky,2023.08.19,Noguera74,thomas123456,0-1,2023.08.19,09:20:23,2141,2076,-7,+7,Standard,60+0,B06,Normal
Rated bullet game,https://lichess.org/jczRdrjF,2023.08.19,thomas123456,SATYAJI,1-0,2023.08.19,09:18:04,2071,2030,+5,-5,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/MRNpk6YP,2023.08.19,SATYAJI,thomas123456,0-1,2023.08.19,09:15:56,2035,2066,-5,+5,Standard,60+0,B06,Normal
Rated bullet game,https://lichess.org/yjmujqE9,2023.08.19,thomas123456,SATYAJI,0-1,2023.08.19,09:13:54,2072,2029,-6,+6,Standard,60+0,B06,Time forfeit
Rated bullet game,https://lichess.org/07bTTonW,2023.08.19,SATYAJI,thomas123456,0-1,2023.08.19,09:12:23,2034,2067,-5,+5,Standard,60+0,B00,Normal
Rated bullet game,https://lichess.org/wZQHncyv,2023.08.19,thomas123456,SATYAJI,1-0,2023.08.19,09:10:01,2061,2039,+6,-5,Standard,60+0,B06,Time forfeit
Rated bullet game,https://lichess.org/cEe15JYJ,2023.08.19,SATYAJI,thomas123456,0-1,2023.08.19,09:07:42,2045,2056,-6,+5,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/4dCE2U1h,2023.08.19,thomas123456,SATYAJI,1-0,2023.08.19,09:06:37,2050,2051,+6,-6,Standard,60+0,B06,Normal
Rated bullet game,https://lichess.org/ZkZg4Iye,2023.08.19,SATYAJI,thomas123456,1-0,2023.08.19,09:05:35,2045,2056,+6,-6,Standard,60+0,B08,Normal
Rated bullet game,https://lichess.org/RLmwtaU5,2023.08.19,thomas123456,SATYAJI,1/2-1/2,2023.08.19,09:03:44,2056,2044,+0,+1,Standard,60+0,B06,Normal
Rated bullet game,https://lichess.org/WCIQX3o5,2023.08.19,SATYAJI,thomas123456,0-1,2023.08.19,09:01:29,2050,2050,-6,+6,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/RWKr7wTr,2023.08.19,thomas123456,SATYAJI,1-0,2023.08.19,08:59:18,2044,2056,+6,-6,Standard,60+0,B06,Time forfeit
Rated bullet game,https://lichess.org/m94uXlAg,2023.08.19,SATYAJI,thomas123456,1-0,2023.08.19,08:57:49,2050,2050,+6,-6,Standard,60+0,C46,Normal
Rated bullet game,https://lichess.org/UiJC1SMt,2023.08.19,thomas123456,SATYAJI,0-1,2023.08.19,08:56:15,2056,2044,-6,+6,Standard,60+0,B06,Normal
Rated bullet game,https://lichess.org/nrv7MRoA,2023.08.19,SATYAJI,thomas123456,0-1,2023.08.19,08:54:08,2050,2050,-6,+6,Standard,60+0,C46,Normal
Rated bullet game,https://lichess.org/gPjWHJ81,2023.08.18,WizZiE123,thomas123456,1-0,2023.08.18,12:01:06,2084,2055,+7,-5,Standard,60+0,B09,Time forfeit
Rated bullet game,https://lichess.org/gADvNf10,2023.08.18,thomas123456,WizZiE123,0-1,2023.08.18,11:59:03,2061,2077,-6,+7,Standard,60+0,B02,Normal
Rated bullet game,https://lichess.org/a4eNCcG6,2023.08.18,WizZiE123,thomas123456,1-0,2023.08.18,11:57:59,2070,2066,+7,-5,Standard,60+0,C46,Normal
Rated bullet game,https://lichess.org/CHryed5M,2023.08.18,thomas123456,WizZiE123,1/2-1/2,2023.08.18,11:55:48,2066,2070,+0,+0,Standard,60+0,A05,Time forfeit
Rated bullet game,https://lichess.org/OiZE1xsw,2023.08.18,WizZiE123,thomas123456,0-1,2023.08.18,11:54:02,2078,2060,-8,+6,Standard,60+0,C46,Normal
Rated bullet game,https://lichess.org/UWXRb3h8,2023.08.17,thomas123456,Lucifer009,1-0,2023.08.17,11:37:48,2056,1992,+4,-4,Standard,60+0,B10,Time forfeit
Rated bullet game,https://lichess.org/efrpEDkb,2023.08.17,Lucifer009,thomas123456,0-1,2023.08.17,11:35:34,1997,2051,-5,+5,Standard,60+0,A40,Time forfeit
Rated bullet game,https://lichess.org/rPZwPYxK,2023.08.17,thomas123456,Lucifer009,0-1,2023.08.17,11:33:22,2057,1990,-6,+7,Standard,60+0,B02,Time forfeit
Rated bullet game,https://lichess.org/cZHVtgmN,2023.08.17,Lucifer009,thomas123456,1-0,2023.08.17,11:31:11,1983,2064,+7,-7,Standard,60+0,A40,Time forfeit
Rated bullet game,https://lichess.org/Er1NCAUB,2023.08.17,thomas123456,Lucifer009,1-0,2023.08.17,11:30:49,2060,1988,+4,-5,Standard,60+0,B10,Normal
Rated bullet game,https://lichess.org/xfw5SUte,2023.08.17,Lucifer009,thomas123456,0-1,2023.08.17,11:29:58,1992,2055,-4,+5,Standard,60+0,D02,Normal
Rated bullet game,https://lichess.org/ATDDHipq,2023.08.17,thomas123456,Lucifer009,1-0,2023.08.17,11:29:40,2050,1997,+5,-5,Standard,60+0,C50,Normal
Rated bullet game,https://lichess.org/ETMOIqZp,2023.08.17,Lucifer009,thomas123456,0-1,2023.08.17,11:28:29,2002,2045,-5,+5,Standard,60+0,D02,Normal
Rated bullet game,https://lichess.org/JZKQ1pBU,2023.08.17,thomas123456,Lucifer009,1-0,2023.08.17,11:26:24,2040,2007,+5,-5,Standard,60+0,B10,Time forfeit
Rated bullet game,https://lichess.org/XH3MZuTm,2023.08.17,Lucifer009,thomas123456,1-0,2023.08.17,11:24:37,2001,2046,+6,-6,Standard,60+0,A00,Normal
Rated bullet game,https://lichess.org/9MyzkjDz,2023.08.17,thomas123456,Lucifer009,1-0,2023.08.17,11:22:36,2041,2006,+5,-5,Standard,60+0,B10,Time forfeit
Rated bullet game,https://lichess.org/NVZveIrY,2023.08.17,Lucifer009,thomas123456,1-0,2023.08.17,11:20:45,2000,2047,+6,-6,Standard,60+0,A40,Time forfeit
Rated bullet game,https://lichess.org/lJisjpBl,2023.08.17,thomas123456,Lucifer009,1-0,2023.08.17,11:19:46,2042,2005,+5,-5,Standard,60+0,B10,Normal
Rated bullet game,https://lichess.org/3Szx2USH,2023.08.17,Lucifer009,thomas123456,1-0,2023.08.17,11:18:03,1998,2049,+7,-7,Standard,60+0,A00,Normal
Rated bullet game,https://lichess.org/2gA6lrPb,2023.08.17,thomas123456,Lucifer009,1-0,2023.08.17,11:15:40,2044,2003,+5,-5,Standard,60+0,B10,Time forfeit
Rated bullet game,https://lichess.org/9VVck2zA,2023.08.17,thomas123456,newbie_gurl,0-1,2023.08.17,09:28:53,2052,1915,-8,+8,Standard,60+0,C41,Normal
Rated bullet game,https://lichess.org/aWYA6H3Y,2023.08.16,kuzama28,thomas123456,0-1,2023.08.16,15:40:28,2040,2046,-5,+6,Standard,60+0,A40,Normal
Rated bullet game,https://lichess.org/aE4r3hDm,2023.08.16,thomas123456,kuzama28,1/2-1/2,2023.08.16,15:38:10,2046,2040,+0,+0,Standard,60+0,B20,Time forfeit
Rated bullet game,https://lichess.org/EyRhHmTf,2023.08.16,kuzama28,thomas123456,1-0,2023.08.16,15:35:59,2034,2052,+6,-6,Standard,60+0,A40,Time forfeit
Rated bullet game,https://lichess.org/zPri2QwR,2023.08.16,thomas123456,kuzama28,1-0,2023.08.16,15:34:48,2046,2040,+6,-6,Standard,60+0,B13,Normal
Rated bullet game,https://lichess.org/MVyPBm1I,2023.08.16,kuzama28,thomas123456,0-1,2023.08.16,15:32:36,2045,2040,-5,+6,Standard,60+0,C69,Time forfeit
Rated bullet game,https://lichess.org/QeEpswgb,2023.08.16,thomas123456,kuzama28,0-1,2023.08.16,15:31:05,2046,2039,-6,+6,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/WIyBKHfq,2023.08.16,kuzama28,thomas123456,1-0,2023.08.16,15:28:54,2033,2052,+6,-6,Standard,60+0,A02,Time forfeit
Rated bullet game,https://lichess.org/HjDtWvZ3,2023.08.16,thomas123456,kuzama28,1-0,2023.08.16,15:27:11,2047,2039,+5,-6,Standard,60+0,B32,Normal
Rated bullet game,https://lichess.org/JfrOLrfx,2023.08.16,kuzama28,thomas123456,1-0,2023.08.16,15:25:09,2033,2053,+6,-6,Standard,60+0,A40,Normal
Rated bullet game,https://lichess.org/elHsbD71,2023.08.16,thomas123456,lovat,1-0,2023.08.16,15:23:18,2047,2059,+6,-6,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/GwZYWz59,2023.08.16,lovat,thomas123456,0-1,2023.08.16,15:21:59,2065,2040,-6,+7,Standard,60+0,D00,Normal
Rated bullet game,https://lichess.org/ZtMoPNvP,2023.08.16,thomas123456,lovat,0-1,2023.08.16,15:20:26,2046,2060,-6,+5,Standard,60+0,C00,Normal
Rated bullet game,https://lichess.org/FicCq5S4,2023.08.16,lovat,thomas123456,1-0,2023.08.16,15:18:20,2054,2052,+6,-6,Standard,60+0,A40,Time forfeit
Rated bullet game,https://lichess.org/YpywAGOh,2023.08.16,thomas123456,lovat,1-0,2023.08.16,15:16:59,2046,2060,+6,-6,Standard,60+0,C00,Normal
Rated bullet game,https://lichess.org/oHEylz2j,2023.08.16,lovat,thomas123456,1-0,2023.08.16,15:15:46,2054,2051,+6,-5,Standard,60+0,A40,Normal
Rated bullet game,https://lichess.org/5juGCs3O,2023.08.16,thomas123456,laksshana,0-1,2023.08.16,15:14:44,2056,2084,-5,+6,Standard,60+0,C41,Normal
Rated bullet game,https://lichess.org/lrwmrIv5,2023.08.16,laksshana,thomas123456,1-0,2023.08.16,15:12:47,2077,2062,+7,-6,Standard,60+0,A40,Time forfeit
Rated bullet game,https://lichess.org/dNqXCRRx,2023.08.16,thomas123456,laksshana,0-1,2023.08.16,15:10:37,2067,2069,-5,+8,Standard,60+0,C51,Time forfeit
Rated bullet game,https://lichess.org/MJcHHNP9,2023.08.16,asdfg199,thomas123456,0-1,2023.08.16,15:08:27,1991,2063,-5,+4,Standard,60+0,A00,Normal
Rated bullet game,https://lichess.org/74H7CQRi,2023.08.16,roshan_2011,thomas123456,0-1,2023.08.16,15:06:27,2081,2057,-6,+6,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/zK6aYHqB,2023.08.16,thomas123456,roshan_2011,0-1,2023.08.16,15:04:59,2062,2075,-5,+6,Standard,60+0,C00,Normal
Rated bullet game,https://lichess.org/LjEo9ImK,2023.08.16,roshan_2011,thomas123456,1/2-1/2,2023.08.16,15:02:46,2076,2062,-1,+0,Standard,60+0,D07,Time forfeit
Rated bullet game,https://lichess.org/FKWnEGFC,2023.08.16,thomas123456,nikhil001,0-1,2023.08.16,15:00:46,2069,2002,-7,+7,Standard,60+0,A04,Time forfeit
Rated bullet game,https://lichess.org/C414qWGD,2023.08.16,Dagerman,thomas123456,0-1,2023.08.16,14:58:51,2042,2063,-5,+6,Standard,60+0,C21,Normal
Rated bullet game,https://lichess.org/qc4H3R8c,2023.08.16,thomas123456,Dagerman,1-0,2023.08.16,14:56:39,2058,2048,+5,-6,Standard,60+0,B40,Time forfeit
Rated bullet game,https://lichess.org/1lMfqBif,2023.08.16,Dagerman,thomas123456,1-0,2023.08.16,14:55:27,2042,2064,+6,-6,Standard,60+0,A40,Normal
Rated bullet game,https://lichess.org/vlACTRdx,2023.08.16,thomas123456,Dagerman,1-0,2023.08.16,14:53:17,2058,2047,+6,-5,Standard,60+0,B40,Time forfeit
Rated bullet game,https://lichess.org/h6nlEIyv,2023.08.16,NyambeJr5,thomas123456,0-1,2023.08.16,14:51:02,2013,2053,-5,+5,Standard,60+0,B06,Time forfeit
Rated bullet game,https://lichess.org/gHkn8ShE,2023.08.16,thomas123456,kidCharlemagne29,1-0,2023.08.16,14:50:12,2046,2090,+7,-6,Standard,60+0,C41,Normal
Rated bullet game,https://lichess.org/WlegsaBF,2023.08.16,thomas123456,Artsahiti,1-0,2023.08.16,14:48:13,2040,2065,+6,-6,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/pvQpjowZ,2023.08.16,thomas123456,Querolico,1-0,2023.08.16,14:45:56,2034,2076,+6,-7,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/OT6bgT1d,2023.08.16,Querolico,thomas123456,1-0,2023.08.16,14:43:42,2070,2039,+6,-5,Standard,60+0,D00,Normal
Rated bullet game,https://lichess.org/14qlDTpz,2023.08.16,thomas123456,Querolico,1/2-1/2,2023.08.16,14:41:09,2039,2071,+0,-1,Standard,60+0,B00,Time forfeit
Rated bullet game,https://lichess.org/E5q7xsKz,2023.08.16,Querolico,thomas123456,1-0,2023.08.16,14:38:48,2066,2044,+5,-5,Standard,60+0,B06,Time forfeit
Rated bullet game,https://lichess.org/3GX95g6Z,2023.08.16,thomas123456,Querolico,1/2-1/2,2023.08.16,14:36:30,2043,2066,+1,+0,Standard,60+0,B10,Normal
Rated bullet game,https://lichess.org/bmi41K2I,2023.08.16,Querolico,thomas123456,1-0,2023.08.16,14:35:08,2060,2049,+6,-6,Standard,60+0,B06,Normal
Rated bullet game,https://lichess.org/Oq2la97g,2023.08.16,chernyi,thomas123456,0-1,2023.08.16,14:33:01,1975,2044,-5,+5,Standard,60+0,E61,Time forfeit
Rated bullet game,https://lichess.org/1TTvzoHM,2023.08.16,thomas123456,zingalot,0-1,2023.08.16,14:31:21,2050,2071,-6,+5,Standard,60+0,B32,Normal
Rated bullet game,https://lichess.org/UO8DWAzq,2023.08.15,thomas123456,Rachiddizaze,1-0,2023.08.15,11:44:55,2044,2059,+6,-7,Standard,60+0,A02,Time forfeit
Rated bullet game,https://lichess.org/GU43crgi,2023.08.15,Jizzazizsh,thomas123456,0-1,2023.08.15,11:43:23,2089,2037,-7,+7,Standard,60+0,B06,Normal
Rated bullet game,https://lichess.org/fuZNQiVe,2023.08.15,thomas123456,vilvi,1-0,2023.08.15,11:41:52,2032,1984,+5,-5,Standard,60+0,A00,Normal
Rated bullet game,https://lichess.org/xCc0BItN,2023.08.15,OYUNCU79,thomas123456,1-0,2023.08.15,11:40:05,2089,2037,+5,-5,Standard,60+0,D00,Normal
Rated bullet game,https://lichess.org/8sFs9aHZ,2023.08.15,thomas123456,larryskywalker,1-0,2023.08.15,11:38:18,2032,2009,+5,-5,Standard,60+0,A01,Normal
Rated bullet game,https://lichess.org/jfr9cefg,2023.08.15,thomas123456,untalgur,0-1,2023.08.15,11:36:07,2038,1987,-6,+7,Standard,60+0,B70,Time forfeit
Rated bullet game,https://lichess.org/JbMUUCOZ,2023.08.15,untalgur,thomas123456,1-0,2023.08.15,11:35:05,1980,2045,+7,-7,Standard,60+0,B06,Normal
Rated bullet game,https://lichess.org/JJqMTf1m,2023.08.15,atamerdin,thomas123456,1-0,2023.08.15,11:34:06,2043,2051,+5,-6,Standard,60+0,A00,Normal
Rated bullet game,https://lichess.org/lTiQJLzW,2023.08.15,thomas123456,atamerdin,1-0,2023.08.15,11:33:06,2045,2048,+6,-5,Standard,60+0,C00,Normal
Rated bullet game,https://lichess.org/QVVE6B83,2023.08.15,Ehsanp_120,thomas123456,1-0,2023.08.15,11:31:14,2081,2050,+5,-5,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/kHlkL2DG,2023.08.15,Johnmccombs,thomas123456,0-1,2023.08.15,11:30:18,2075,2044,-6,+6,Standard,60+0,A00,Normal
Rated bullet game,https://lichess.org/Qu0JmveI,2023.08.15,thomas123456,Johnmccombs,0-1,2023.08.15,11:29:18,2049,2070,-5,+5,Standard,60+0,B32,Normal
Rated bullet game,https://lichess.org/WPKhHeUK,2023.08.15,Farzin-Pedram,thomas123456,1-0,2023.08.15,11:28:15,1995,2056,+6,-7,Standard,60+0,A00,Normal
Rated bullet game,https://lichess.org/8Po7B28p,2023.08.15,thomas123456,SemirBuljic,1-0,2023.08.15,11:26:05,2050,2024,+6,-6,Standard,60+0,A01,Time forfeit
Rated bullet game,https://lichess.org/G1gmb8li,2023.08.15,Otschin_Karascho,thomas123456,1-0,2023.08.15,11:24:17,2012,2057,+7,-7,Standard,60+0,B06,Normal
Rated bullet game,https://lichess.org/5cyBmjE5,2023.08.15,thomas123456,West-End-Draught,0-1,2023.08.15,11:21:58,2062,2064,-5,+5,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/vR8jAWoj,2023.08.15,maksim1615,thomas123456,0-1,2023.08.15,11:20:23,2053,2057,-6,+5,Standard,60+0,A25,Normal
Rated bullet game,https://lichess.org/HzhiRdW6,2023.08.15,MatNekat,thomas123456,1-0,2023.08.15,11:18:37,2119,2061,+5,-4,Standard,60+0,C55,Normal
Rated bullet game,https://lichess.org/OJS0XWkr,2023.08.15,thomas123456,Chessidan16,0-1,2023.08.15,11:17:22,2066,2119,-5,+23,Standard,60+0,B40,Normal
Rated bullet game,https://lichess.org/7NcXWGt4,2023.08.15,thomas123456,oade,0-1,2023.08.15,11:14:59,2072,2091,-6,+5,Standard,60+0,B00,Time forfeit
Rated bullet game,https://lichess.org/rDQpkh4V,2023.08.15,oade,thomas123456,1-0,2023.08.15,11:14:03,2085,2077,+6,-5,Standard,60+0,A05,Normal
Rated bullet game,https://lichess.org/gIkBR4Jb,2023.08.15,thomas123456,oade,0-1,2023.08.15,11:12:44,2083,2079,-6,+6,Standard,60+0,B00,Normal
Rated bullet game,https://lichess.org/5QhUrqDz,2023.08.15,oade,thomas123456,0-1,2023.08.15,11:11:27,2085,2077,-6,+6,Standard,60+0,A00,Normal
Rated bullet game,https://lichess.org/V7GTHWV3,2023.08.15,thomas123456,oade,1-0,2023.08.15,11:09:20,2071,2091,+6,-6,Standard,60+0,B00,Time forfeit
Rated bullet game,https://lichess.org/TUD00Hz7,2023.08.15,oade,thomas123456,1-0,2023.08.15,11:07:00,2086,2076,+5,-5,Standard,60+0,A05,Normal
Rated bullet game,https://lichess.org/5ZOruvB2,2023.08.15,thomas123456,oade,1-0,2023.08.15,11:04:41,2070,2092,+6,-6,Standard,60+0,B00,Time forfeit
Rated bullet game,https://lichess.org/fxfbjICq,2023.08.15,thomas123456,Eliseo_Ajedrez,1-0,2023.08.15,11:03:54,2066,1994,+4,-4,Standard,60+0,B00,Normal
Rated bullet game,https://lichess.org/yGZnJBEB,2023.08.14,Vadim_Gaifullin,thomas123456,0-1,2023.08.14,14:21:13,2034,2060,-5,+6,Standard,60+0,C68,Time forfeit
Rated bullet game,https://lichess.org/yzWCAmkO,2023.08.14,Niborvr232,thomas123456,0-1,2023.08.14,14:19:55,2064,2054,-6,+6,Standard,60+0,C45,Normal
Rated bullet game,https://lichess.org/QVU9xvhi,2023.08.14,thomas123456,kaanbenza2,1-0,2023.08.14,14:17:37,2048,2060,+6,-6,Standard,60+0,C41,Time forfeit
Rated bullet game,https://lichess.org/1PQTctpE,2023.08.14,kaanbenza2,thomas123456,0-1,2023.08.14,14:15:49,2066,2042,-6,+6,Standard,60+0,B14,Time forfeit
Rated bullet game,https://lichess.org/abxUC6Fj,2023.08.14,thomas123456,kaanbenza2,0-1,2023.08.14,14:13:14,2048,2061,-6,+5,Standard,60+0,C41,Time forfeit
Rated bullet game,https://lichess.org/pwNHnKSa,2023.08.11,thomas123456,akiaki100,1-0,2023.08.11,16:54:12,2043,2001,+5,-5,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/6gXL8afI,2023.08.11,Zibanani,thomas123456,1-0,2023.08.11,16:51:43,2081,2048,+5,-5,Standard,60+0,C46,Time forfeit
Rated bullet game,https://lichess.org/FymVxYz1,2023.08.11,thomas123456,Zibanani,0-1,2023.08.11,16:50:10,2053,2075,-5,+6,Standard,60+0,B32,Normal
Rated bullet game,https://lichess.org/HoIxzWjz,2023.08.11,Zibanani,thomas123456,0-1,2023.08.11,16:47:42,2082,2047,-7,+6,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/coNHhQEi,2023.08.11,thomas123456,Zibanani,0-1,2023.08.11,16:46:33,2052,2076,-5,+6,Standard,60+0,B13,Normal
Rated bullet game,https://lichess.org/QCg8ukdT,2023.08.11,Zibanani,thomas123456,1-0,2023.08.11,16:45:41,2071,2058,+5,-6,Standard,60+0,B00,Normal
Rated bullet game,https://lichess.org/8g6vguBT,2023.08.11,thomas123456,Zibanani,1-0,2023.08.11,16:43:21,2051,2077,+7,-6,Standard,60+0,B13,Time forfeit
Rated bullet game,https://lichess.org/btBNF67J,2023.08.11,Zibanani,thomas123456,1-0,2023.08.11,16:41:02,2071,2057,+6,-6,Standard,60+0,B06,Time forfeit
Rated bullet game,https://lichess.org/I8qoFUte,2023.08.11,thomas123456,Zibanani,1-0,2023.08.11,16:39:08,2051,2077,+6,-6,Standard,60+0,B13,Normal
Rated bullet game,https://lichess.org/ttws00eP,2023.08.11,Zibanani,thomas123456,1-0,2023.08.11,16:36:51,2072,2056,+5,-5,Standard,60+0,B09,Time forfeit
Rated bullet game,https://lichess.org/Fcny3qry,2023.08.11,thomas123456,Canardo66,1-0,2023.08.11,16:35:15,2051,1999,+5,-4,Standard,60+0,B02,Normal
Rated bullet game,https://lichess.org/As0NG34l,2023.08.11,Canardo66,thomas123456,0-1,2023.08.11,16:33:19,2004,2046,-5,+5,Standard,60+0,A06,Time forfeit
Rated bullet game,https://lichess.org/29Ps3BSN,2023.08.11,thomas123456,Diffe,1-0,2023.08.11,16:32:11,2041,2024,+5,-5,Standard,60+0,B90,Normal
Rated bullet game,https://lichess.org/8pAq6uGO,2023.08.11,imtoogoody,thomas123456,0-1,2023.08.11,16:30:20,2028,2035,-6,+6,Standard,60+0,C25,Normal
Rated bullet game,https://lichess.org/rTdzQHfF,2023.08.11,thomas123456,alfonsin2020,0-1,2023.08.11,16:28:15,2040,2079,-5,+5,Standard,60+0,B40,Normal
Rated bullet game,https://lichess.org/csozqZIS,2023.08.11,thomas123456,CHECKFBR,1-0,2023.08.11,16:25:54,2035,2006,+5,-5,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/Wl4czYr6,2023.08.11,Kingjka,thomas123456,1-0,2023.08.11,16:24:11,1999,2041,+7,-6,Standard,60+0,A00,Normal
Rated bullet game,https://lichess.org/oEi3QXEY,2023.08.11,thomas123456,Sarmeshk,1-0,2023.08.11,16:22:24,2036,1976,+5,-5,Standard,60+0,B00,Normal
Rated bullet game,https://lichess.org/ixgfN8LE,2023.08.11,thomas123456,anshumax1,1-0,2023.08.11,16:19:53,2031,2007,+5,-5,Standard,60+0,A06,Time forfeit
Rated bullet game,https://lichess.org/XsbThsi8,2023.08.11,horuscope,thomas123456,0-1,2023.08.11,16:17:35,1977,2026,-5,+5,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/7MrnNMe9,2023.08.11,thomas123456,horuscope,1-0,2023.08.11,16:15:53,2021,1982,+5,-5,Standard,60+0,B40,Normal
Rated bullet game,https://lichess.org/v4agVqGp,2023.08.11,horuscope,thomas123456,0-1,2023.08.11,16:13:34,1987,2015,-5,+6,Standard,60+0,C30,Time forfeit
