Event,Site,Date,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,Variant,TimeControl,ECO,Termination
Rated bullet game,https://lichess.org/mQPc6TmB,2022.11.04,Leo25mx,thomas123456,1-0,2022.11.04,11:18:33,2036,2057,+6,-6,Standard,60+0,C44,Normal
Rated bullet game,https://lichess.org/ITVp4QoT,2022.11.04,thomas123456,robe09,0-1,2022.11.04,11:16:20,2064,2020,-7,+6,Standard,60+0,B00,Time forfeit
Rated bullet game,https://lichess.org/ja3aGAMP,2022.11.03,ulff74,thomas123456,1-0,2022.11.03,15:24:22,2011,2071,+6,-7,Standard,60+0,A40,Normal
Rated bullet game,https://lichess.org/SBhVLZV1,2022.11.03,thomas123456,The_Luckiest_One,0-1,2022.11.03,15:21:55,2076,2078,-5,+6,Standard,60+0,B22,Time forfeit
Rated bullet game,https://lichess.org/HCgVYsDr,2022.11.03,thomas123456,Grovervasquez1984,0-1,2022.11.03,15:19:39,2083,2000,-7,+8,Standard,60+0,B10,Normal
Rated bullet game,https://lichess.org/jbxrFjit,2022.11.03,robfishja,thomas123456,1-0,2022.11.03,15:17:31,2034,2090,+7,-7,Standard,60+0,B06,Time forfeit
Rated bullet game,https://lichess.org/2IQVTNcF,2022.11.03,thomas123456,malleus_maleficaum,1-0,2022.11.03,15:15:14,2084,2078,+6,-6,Standard,60+0,C40,Time forfeit
Rated bullet game,https://lichess.org/MrB2Ub1H,2022.11.03,thomas123456,insausti,1-0,2022.11.03,15:13:19,2079,2065,+5,-6,Standard,60+0,C44,Normal
Rated bullet game,https://lichess.org/UwQVNr9C,2022.11.03,Koalabear10,thomas123456,0-1,2022.11.03,15:11:01,2046,2073,-5,+6,Standard,60+0,A40,Time forfeit
Rated bullet game,https://lichess.org/NhH3WxLd,2022.11.03,ag4558,thomas123456,0-1,2022.11.03,15:08:50,2101,2067,-7,+6,Standard,60+0,C21,Time forfeit
Rated bullet game,https://lichess.org/cRljK5i3,2022.11.03,thomas123456,ag4558,0-1,2022.11.03,15:07:59,2072,2095,-5,+6,Standard,60+0,C31,Normal
Rated bullet game,https://lichess.org/5I0S9RMj,2022.11.03,ag4558,thomas123456,1/2-1/2,2022.11.03,15:05:47,2096,2072,-1,+0,Standard,60+0,C21,Time forfeit
Rated bullet game,https://lichess.org/oDjGKqq4,2022.11.03,tejaspait,thomas123456,0-1,2022.11.03,15:03:58,2006,2067,-12,+5,Standard,60+0,B06,Normal
Rated bullet game,https://lichess.org/LN9Jpdbq,2022.11.03,thomas123456,Darwinpro,0-1,2022.11.03,15:02:24,2073,2049,-6,+6,Standard,60+0,C51,Normal
Rated bullet game,https://lichess.org/ocaSKAag,2022.11.03,thomas123456,oussamauniv2001,1-0,2022.11.03,15:01:22,2068,2074,+5,-5,Standard,60+0,B06,Normal
Rated bullet game,https://lichess.org/JT7HkxCv,2022.11.03,oussamauniv2001,thomas123456,0-1,2022.11.03,14:59:28,2080,2062,-6,+6,Standard,60+0,A04,Normal
Rated bullet game,https://lichess.org/rYQmiJi3,2022.11.03,thomas123456,oussamauniv2001,1-0,2022.11.03,14:58:30,2055,2087,+7,-7,Standard,60+0,B06,Normal
Rated bullet game,https://lichess.org/2XoZ2Kn5,2022.11.03,oussamauniv2001,thomas123456,0-1,2022.11.03,14:56:40,2093,2049,-6,+6,Standard,60+0,A04,Normal
Rated bullet game,https://lichess.org/P9bMpBha,2022.11.03,thomas123456,feliperoble,0-1,2022.11.03,14:54:44,2054,2091,-5,+5,Standard,60+0,A06,Normal
Rated bullet game,https://lichess.org/KBXQ3Zti,2022.11.03,Sjakkolov,thomas123456,1-0,2022.11.03,14:53:29,2088,2059,+5,-5,Standard,60+0,A01,Normal
Rated bullet game,https://lichess.org/7fFyzmOp,2022.11.03,thomas123456,Elosen,1-0,2022.11.03,14:51:28,2055,1953,+4,-4,Standard,60+0,B13,Time forfeit
Rated bullet game,https://lichess.org/P4uoUts2,2022.11.02,M142HIMARS_GG,thomas123456,0-1,2022.11.02,15:30:24,2041,2049,-5,+6,Standard,60+0,A00,Normal
Rated bullet game,https://lichess.org/H43GRdqs,2022.11.02,thomas123456,CalebSenior,1-0,2022.11.02,15:27:59,2043,2057,+6,-6,Standard,60+0,C42,Time forfeit
Rated bullet game,https://lichess.org/HLgMj062,2022.11.02,thomas123456,bekesh,1-0,2022.11.02,15:26:01,2038,2008,+5,-5,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/Tkf1QsNt,2022.11.02,siebzig,thomas123456,1-0,2022.11.02,15:23:49,2055,2044,+6,-6,Standard,60+0,C20,Normal
Rated bullet game,https://lichess.org/qhm5rCDm,2022.11.02,Acousticlogic,thomas123456,1-0,2022.11.02,15:21:49,2076,2049,+6,-5,Standard,60+0,C66,Time forfeit
Rated bullet game,https://lichess.org/AyQ51TTF,2022.11.02,thomas123456,Dan26ra,1-0,2022.11.02,15:21:10,2044,1995,+5,-5,Standard,60+0,B13,Normal
Rated bullet game,https://lichess.org/tqQJ5htW,2022.11.02,Larssov,thomas123456,0-1,2022.11.02,15:18:43,2007,2039,-5,+5,Standard,60+0,A40,Time forfeit
Rated bullet game,https://lichess.org/jwmINNP6,2022.11.02,thomas123456,amine19,0-1,2022.11.02,15:16:30,2045,2035,-6,+6,Standard,60+0,B00,Time forfeit
Rated bullet game,https://lichess.org/YsTqRJdt,2022.11.02,amine19,thomas123456,0-1,2022.11.02,15:14:24,2041,2039,-6,+6,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/JWmoSC3d,2022.11.02,thomas123456,AskodeGama,1-0,2022.11.02,15:12:21,2033,2055,+6,-7,Standard,60+0,B00,Normal
Rated bullet game,https://lichess.org/Vacb9OMR,2022.11.02,thomas123456,asdmando,0-1,2022.11.02,15:10:41,2038,2076,-5,+6,Standard,60+0,C40,Normal
Rated bullet game,https://lichess.org/ZOqb3f4m,2022.11.02,asdmando,thomas123456,1-0,2022.11.02,15:08:27,2069,2043,+7,-5,Standard,60+0,B06,Time forfeit
Rated bullet game,https://lichess.org/qP1jHVZq,2022.11.02,thomas123456,asdmando,0-1,2022.11.02,15:06:29,2048,2062,-5,+7,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/Ope7JTd1,2022.11.02,RalphHoy,thomas123456,0-1,2022.11.02,15:04:24,2045,2043,-6,+5,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/JxYrgfo6,2022.11.02,thomas123456,Ptenchyk,0-1,2022.11.02,15:02:46,2048,2056,-5,+6,Standard,60+0,C50,Normal
Rated bullet game,https://lichess.org/versxxGQ,2022.11.02,PafosConst,thomas123456,1/2-1/2,2022.11.02,15:00:44,2182,2046,-2,+2,Standard,60+0,B06,Normal
Rated bullet game,https://lichess.org/jFldS4mD,2022.11.02,thomas123456,Gnabz,0-1,2022.11.02,14:58:27,2052,2042,-6,+6,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/vbF1qZMr,2022.11.02,dnLL,thomas123456,1-0,2022.11.02,14:56:45,2082,2057,+5,-5,Standard,60+0,C50,Normal
Rated bullet game,https://lichess.org/PZ5EsTSy,2022.11.02,Calm_killer,thomas123456,1-0,2022.11.02,14:13:52,2205,2061,+4,-4,Standard,60+0,C45,Normal
Rated bullet game,https://lichess.org/FC2IZNhE,2022.11.02,thomas123456,Circarpo,0-1,2022.11.02,14:08:35,2066,2096,-5,+5,Standard,60+0,C58,Normal
Rated bullet game,https://lichess.org/DVToay5D,2022.11.02,Morg1k,thomas123456,0-1,2022.11.02,14:06:34,2059,2060,-5,+6,Standard,60+0,A28,Normal
Rated bullet game,https://lichess.org/AU9NOU1U,2022.11.02,thomas123456,Txiki,1-0,2022.11.02,10:45:17,2055,2046,+5,-6,Standard,60+0,B06,Normal
Rated bullet game,https://lichess.org/6a5iMZxI,2022.11.02,Interv1sium,thomas123456,1-0,2022.11.02,10:43:17,2090,2060,+5,-5,Standard,60+0,A25,Time forfeit
Rated bullet game,https://lichess.org/JLiePW4F,2022.11.02,thomas123456,tsepelovo_zagori,0-1,2022.11.02,10:41:39,2066,2054,-6,+5,Standard,60+0,B56,Normal
Rated bullet game,https://lichess.org/rjWkD2UM,2022.11.02,thomas123456,ourleo,0-1,2022.11.02,10:40:13,2072,2016,-6,+6,Standard,60+0,A40,Normal
Rated bullet game,https://lichess.org/RXj64lGm,2022.11.02,mohamedelkhataby,thomas123456,1-0,2022.11.02,10:37:55,1979,2079,+7,-7,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/HM0WAJ7O,2022.11.02,thomas123456,PJ777,1-0,2022.11.02,10:35:58,2074,2055,+5,-6,Standard,60+0,B21,Normal
Rated bullet game,https://lichess.org/48CmBHUz,2022.11.02,Ramoria,thomas123456,1/2-1/2,2022.11.02,10:33:52,2081,2074,+0,+0,Standard,60+0,A40,Normal
Rated bullet game,https://lichess.org/Qp51DeTL,2022.11.02,I_m_ill,thomas123456,1-0,2022.11.02,10:31:40,2095,2079,+6,-5,Standard,60+0,B02,Time forfeit
Rated bullet game,https://lichess.org/KhrrXIYZ,2022.11.02,rommyruizsosa,thomas123456,0-1,2022.11.02,10:30:54,2000,2075,-5,+4,Standard,60+0,C30,Normal
Rated bullet game,https://lichess.org/aIojuDZV,2022.11.02,Silver-eyed,thomas123456,1-0,2022.11.02,10:29:00,2109,2080,+6,-5,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/VfEYnLJR,2022.11.02,thomas123456,Silver-eyed,1-0,2022.11.02,10:26:49,2074,2116,+6,-7,Standard,60+0,B00,Time forfeit
Rated bullet game,https://lichess.org/g5EoAZjF,2022.11.02,Silver-eyed,thomas123456,1-0,2022.11.02,10:24:45,2111,2079,+5,-5,Standard,60+0,C45,Time forfeit
Rated bullet game,https://lichess.org/lwTJEppJ,2022.11.02,thomas123456,JhonnatanOrjuela,1-0,2022.11.02,10:22:48,2073,2050,+6,-6,Standard,60+0,B06,Time forfeit
Rated bullet game,https://lichess.org/s8cPlRao,2022.11.02,thomas123456,IvanZhuk,1/2-1/2,2022.11.02,10:20:35,2075,1971,-2,+1,Standard,60+0,B06,Time forfeit
Rated bullet game,https://lichess.org/rws3175C,2022.11.02,thomas123456,fotoh,1-0,2022.11.02,10:19:10,2069,2071,+6,-6,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/egb8wNNL,2022.11.02,greywind77,thomas123456,1-0,2022.11.02,10:18:20,2056,2075,+6,-6,Standard,60+0,C25,Normal
Rated bullet game,https://lichess.org/ydrVJBVJ,2022.11.02,thomas123456,schyok123,0-1,2022.11.02,10:16:13,2081,2073,-6,+6,Standard,60+0,C01,Time forfeit
Rated bullet game,https://lichess.org/PFOdWZcv,2022.11.02,Qhrman007,thomas123456,0-1,2022.11.02,10:14:55,2069,2076,-13,+5,Standard,60+0,C50,Normal
Rated bullet game,https://lichess.org/5EHj53oy,2022.11.02,thomas123456,Klyapka,0-1,2022.11.02,10:12:50,2081,2101,-5,+6,Standard,60+0,B72,Normal
Rated bullet game,https://lichess.org/bkFGKeKr,2022.11.02,AA14AA,thomas123456,1-0,2022.11.02,10:12:04,2072,2087,+6,-6,Standard,60+0,C44,Normal
Rated bullet game,https://lichess.org/g5vjGg5j,2022.11.02,thomas123456,AA14AA,1-0,2022.11.02,10:11:04,2081,2078,+6,-6,Standard,60+0,B00,Normal
Rated bullet game,https://lichess.org/bCavp4q2,2022.11.02,chess_leopard,thomas123456,1-0,2022.11.02,10:08:32,2127,2086,+5,-5,Standard,60+0,A04,Time forfeit
Rated bullet game,https://lichess.org/FXpFCKWQ,2022.11.02,Mysunhi1218,thomas123456,1-0,2022.11.02,10:06:32,2080,2092,+6,-6,Standard,60+0,C22,Time forfeit
Rated bullet game,https://lichess.org/cyYghWpY,2022.11.02,thomas123456,Kenyanboy6,1-0,2022.11.02,10:04:12,2085,2131,+7,-6,Standard,60+0,B00,Time forfeit
Rated bullet game,https://lichess.org/7jQhJvTg,2022.11.02,Kenyanboy6,thomas123456,0-1,2022.11.02,10:02:13,2138,2079,-7,+6,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/hptrXwcK,2022.11.02,thomas123456,dota2master,0-1,2022.11.02,10:00:29,2083,2188,-4,+6,Standard,60+0,B70,Normal
Rated bullet game,https://lichess.org/07zPvmU8,2022.11.02,thomas123456,ulalacah,1-0,2022.11.02,09:58:11,2077,2091,+6,-6,Standard,60+0,C01,Time forfeit
Rated bullet game,https://lichess.org/a6li5tPD,2022.11.02,thomas123456,EvangelicalAussie,1-0,2022.11.02,09:55:53,2071,2075,+6,-17,Standard,60+0,C00,Normal
Rated bullet game,https://lichess.org/enjiig9a,2022.11.02,CHoroniaka,thomas123456,0-1,2022.11.02,09:53:47,2104,2065,-7,+6,Standard,60+0,C21,Time forfeit
Rated bullet game,https://lichess.org/oml24pWs,2022.11.02,FabiFCN,thomas123456,1-0,2022.11.02,09:52:51,2182,2069,+4,-4,Standard,60+0,C45,Normal
Rated bullet game,https://lichess.org/1HKICjTN,2022.11.02,ernazar00,thomas123456,1-0,2022.11.02,09:50:55,2121,2074,+5,-5,Standard,60+0,B06,Normal
Rated bullet game,https://lichess.org/9ZEqLv03,2022.11.02,thomas123456,worsar,0-1,2022.11.02,09:48:54,2080,2055,-6,+6,Standard,60+0,B10,Time forfeit
Rated bullet game,https://lichess.org/qfKMRdP5,2022.11.02,focalchess,thomas123456,1-0,2022.11.02,09:47:20,2081,2085,+6,-5,Standard,60+0,C23,Normal
Rated bullet game,https://lichess.org/Ucq0f4A7,2022.11.02,thomas123456,focalchess,0-1,2022.11.02,09:45:19,2091,2075,-6,+6,Standard,60+0,B20,Time forfeit
Rated bullet game,https://lichess.org/RUjSTqHS,2022.11.02,thomas123456,fxg6mate,0-1,2022.11.02,09:43:29,2096,2182,-5,+6,Standard,60+0,B95,Normal
Rated bullet game,https://lichess.org/lOFhoEa4,2022.11.02,tharwatDXB,thomas123456,1-0,2022.11.02,09:41:57,2066,2102,+6,-6,Standard,60+0,C23,Normal
Rated bullet game,https://lichess.org/CiL3RmOt,2022.11.02,thomas123456,tharwatDXB,1-0,2022.11.02,09:39:38,2097,2071,+5,-5,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/Rbrjfn3H,2022.11.02,tharwatDXB,thomas123456,1-0,2022.11.02,09:37:55,2065,2103,+6,-6,Standard,60+0,C23,Normal
Rated bullet game,https://lichess.org/sEdWehve,2022.11.02,Smirnov_nik1973,thomas123456,0-1,2022.11.02,09:36:10,2007,2099,-4,+4,Standard,60+0,E61,Normal
Rated bullet game,https://lichess.org/t4QcHFKl,2022.11.02,thomas123456,EmirK59,0-1,2022.11.02,09:34:22,2103,2199,-4,+5,Standard,60+0,C52,Time forfeit
Rated bullet game,https://lichess.org/BOca61Cu,2022.11.02,back2basics,thomas123456,1-0,2022.11.02,09:33:01,2088,2109,+6,-6,Standard,60+0,E94,Normal
Rated bullet game,https://lichess.org/bZB3VWwk,2022.11.02,thomas123456,bngsudheer,1-0,2022.11.02,09:30:48,2104,2060,+5,-5,Standard,60+0,B04,Time forfeit
Rated bullet game,https://lichess.org/zyYx5qD2,2022.11.02,thomas123456,F_E_R_D_I_A_N,0-1,2022.11.02,09:29:04,2110,2061,-6,+6,Standard,60+0,B10,Normal
Rated bullet game,https://lichess.org/V3eHbuwM,2022.11.02,Dimitriskranias,thomas123456,0-1,2022.11.02,09:26:56,2109,2104,-5,+6,Standard,60+0,A40,Time forfeit
Rated bullet game,https://lichess.org/DIgczyLg,2022.11.01,shoorsheer,thomas123456,0-1,2022.11.01,15:17:54,2095,2099,-5,+5,Standard,60+0,B06,Time forfeit
Rated bullet game,https://lichess.org/u6lRKqe9,2022.11.01,thomas123456,shoorsheer,1-0,2022.11.01,15:15:39,2093,2101,+6,-6,Standard,60+0,B56,Time forfeit
Rated bullet game,https://lichess.org/2KZLNyZT,2022.11.01,thomas123456,Survivor77,1-0,2022.11.01,15:13:25,2087,2087,+6,-6,Standard,60+0,B00,Time forfeit
Rated bullet game,https://lichess.org/Xb0XTmrb,2022.11.01,LEONELCARLSEN,thomas123456,0-1,2022.11.01,15:11:03,2125,2081,-6,+6,Standard,60+0,A40,Time forfeit
Rated bullet game,https://lichess.org/8vI9z5ok,2022.11.01,MaggieCarl,thomas123456,1-0,2022.11.01,15:09:15,2083,2086,+6,-5,Standard,60+0,A40,Normal
Rated bullet game,https://lichess.org/8J4OuBIx,2022.11.01,Ainruk,thomas123456,1-0,2022.11.01,15:07:01,2094,2092,+5,-6,Standard,60+0,B06,Time forfeit
Rated bullet game,https://lichess.org/xjCvKyzu,2022.11.01,thomas123456,Ainruk,1/2-1/2,2022.11.01,15:04:51,2092,2094,+0,+0,Standard,60+0,B27,Normal
Rated bullet game,https://lichess.org/J2AI1tab,2022.11.01,Ainruk,thomas123456,0-1,2022.11.01,15:02:31,2100,2086,-6,+6,Standard,60+0,B07,Time forfeit
Rated bullet game,https://lichess.org/nuA4x7UK,2022.11.01,thomas123456,JosePerezMoreira,1-0,2022.11.01,15:00:30,2080,2080,+6,-6,Standard,60+0,B90,Normal
Rated bullet game,https://lichess.org/R3LBEeSh,2022.11.01,platinum_88,thomas123456,1-0,2022.11.01,14:58:20,2081,2086,+6,-6,Standard,60+0,C46,Normal
Rated bullet game,https://lichess.org/nQ2my7oQ,2022.11.01,Ewened,thomas123456,0-1,2022.11.01,14:56:34,2006,2082,-4,+4,Standard,60+0,A40,Normal
Rated bullet game,https://lichess.org/GFN8eC5Y,2022.11.01,thomas123456,PanzerJager,1-0,2022.11.01,14:55:39,2075,2104,+7,-6,Standard,60+0,B00,Normal
Rated bullet game,https://lichess.org/vbY108GR,2022.11.01,thomas123456,AzuIa,1-0,2022.11.01,14:53:24,2068,2203,+7,-7,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/2G5j9nhD,2022.11.01,thomas123456,focalchess,0-1,2022.11.01,14:51:38,2074,2054,-6,+6,Standard,60+0,B21,Normal
Rated bullet game,https://lichess.org/KlVcbeyY,2022.11.01,MayuRocks,thomas123456,0-1,2022.11.01,13:55:40,2073,2068,-5,+6,Standard,60+0,C23,Time forfeit
Rated bullet game,https://lichess.org/BjoXrnJL,2022.11.01,Gati14,thomas123456,0-1,2022.11.01,13:53:42,2028,2063,-5,+5,Standard,60+0,A04,Time forfeit
Rated bullet game,https://lichess.org/VPSu2WCg,2022.11.01,thomas123456,Angrym,0-1,2022.11.01,13:51:41,2069,2002,-6,+7,Standard,60+0,B56,Time forfeit
Rated bullet game,https://lichess.org/psbXz6X5,2022.11.01,thomas123456,GCD110,0-1,2022.11.01,13:49:33,2074,2151,-5,+4,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/9olk4rQX,2022.11.01,GCD110,thomas123456,0-1,2022.11.01,13:47:22,2158,2067,-7,+7,Standard,60+0,A40,Time forfeit
Rated bullet game,https://lichess.org/j7qk1Djx,2022.11.01,kukuriku1963,thomas123456,1-0,2022.11.01,13:45:15,2038,2073,+7,-6,Standard,60+0,A01,Time forfeit
Rated bullet game,https://lichess.org/gxrKyIhz,2022.11.01,thomas123456,kukuriku1963,1-0,2022.11.01,13:43:18,2067,2044,+6,-6,Standard,60+0,B06,Normal
Rated bullet game,https://lichess.org/2DCAaxzq,2022.11.01,kukuriku1963,thomas123456,0-1,2022.11.01,13:41:20,2049,2062,-5,+5,Standard,60+0,A01,Time forfeit
Rated bullet game,https://lichess.org/75UDu3Oo,2022.11.01,thomas123456,kukuriku1963,1-0,2022.11.01,13:39:35,2056,2055,+6,-6,Standard,60+0,B27,Normal
Rated bullet game,https://lichess.org/77Ofdzn7,2022.11.01,drchessless,thomas123456,1-0,2022.11.01,13:38:03,2038,2062,+7,-6,Standard,60+0,A00,Normal
Rated bullet game,https://lichess.org/xAe5dG89,2022.10.31,thomas123456,A_1reza1_A,1-0,2022.10.31,12:01:38,2056,2065,+6,-6,Standard,60+0,C50,Normal
Rated bullet game,https://lichess.org/QdmeyR9e,2022.10.31,Loposhnichenko,thomas123456,0-1,2022.10.31,11:59:29,2105,2050,-7,+6,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/KKQiz9nK,2022.10.31,thomas123456,memo3,0-1,2022.10.31,11:58:28,2056,2000,-6,+7,Standard,60+0,B40,Normal
Rated bullet game,https://lichess.org/0i5sYl5I,2022.10.31,NTP-NgHoangAnh-2008,thomas123456,1-0,2022.10.31,11:56:41,2065,2062,+8,-6,Standard,60+0,C50,Normal
Rated bullet game,https://lichess.org/SiDLBRNa,2022.10.31,thomas123456,Txirimiri,0-1,2022.10.31,11:54:38,2068,2040,-6,+6,Standard,60+0,B27,Time forfeit
Rated bullet game,https://lichess.org/gVlh5QIx,2022.10.31,thomas123456,AskYourGirlAboutMe,0-1,2022.10.31,11:52:45,2073,2097,-5,+5,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/RaIljK7g,2022.10.31,anna_taa,thomas123456,1-0,2022.10.31,11:52:03,2034,2080,+6,-7,Standard,60+0,A27,Normal
Rated bullet game,https://lichess.org/Zj2UzCsQ,2022.10.31,thomas123456,Yunquillo,0-1,2022.10.31,11:49:58,2086,2070,-6,+6,Standard,60+0,B27,Time forfeit
Rated bullet game,https://lichess.org/GpPRspsM,2022.10.31,SABIO27,thomas123456,1-0,2022.10.31,11:47:52,2082,2092,+5,-6,Standard,60+0,D35,Time forfeit
Rated bullet game,https://lichess.org/G64hwInF,2022.10.31,Mozerhackeur,thomas123456,1-0,2022.10.31,11:45:41,2106,2097,+6,-5,Standard,60+0,D00,Time forfeit
Rated bullet game,https://lichess.org/DskYKUEc,2022.10.31,thomas123456,mshmsh36,0-1,2022.10.31,11:44:35,2102,2185,-5,+4,Standard,60+0,B40,Normal
Rated bullet game,https://lichess.org/uI35RpD8,2022.10.28,thomas123456,Abdullrahman17,1-0,2022.10.28,11:04:45,2097,2060,+5,-5,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/IXx3flzQ,2022.10.28,HeinzKraft,thomas123456,0-1,2022.10.28,11:03:23,2148,2090,-6,+7,Standard,60+0,D02,Normal
Rated bullet game,https://lichess.org/vYwr2V8W,2022.10.28,thomas123456,d4erz,0-1,2022.10.28,11:01:06,2096,2078,-6,+6,Standard,60+0,B06,Normal
Rated bullet game,https://lichess.org/8mcpla5U,2022.10.28,thomas123456,DimonDJS,1/2-1/2,2022.10.28,10:56:40,2097,2046,-1,+1,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/8bzGdPwF,2022.10.28,DimonDJS,thomas123456,0-1,2022.10.28,10:54:50,2051,2092,-5,+5,Standard,60+0,A40,Time forfeit
Rated bullet game,https://lichess.org/Pzvci8Rv,2022.10.28,ikako777,thomas123456,1-0,2022.10.28,10:52:43,2041,2098,+6,-6,Standard,60+0,D30,Time forfeit
Rated bullet game,https://lichess.org/HzpdkbGx,2022.10.28,thomas123456,ikako777,1-0,2022.10.28,10:51:05,2093,2046,+5,-5,Standard,60+0,B13,Normal
Rated bullet game,https://lichess.org/jeOLWULm,2022.10.28,sean_zw,thomas123456,0-1,2022.10.28,10:49:02,2046,2088,-5,+5,Standard,60+0,A00,Normal
Rated bullet game,https://lichess.org/cNXgXrqT,2022.10.28,thomas123456,drunkenstein12,1-0,2022.10.28,10:46:40,2085,1945,+3,-4,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/JNFN11vL,2022.10.28,thomas123456,Aayush7090,1/2-1/2,2022.10.28,10:44:37,2084,2104,+1,+0,Standard,60+0,C01,Normal
Rated bullet game,https://lichess.org/c6wDIItF,2022.10.28,thomas123456,Genjamin,1-0,2022.10.28,10:42:29,2079,2062,+5,-6,Standard,60+0,B13,Time forfeit
Rated bullet game,https://lichess.org/f0jmZuUH,2022.10.28,Matkere,thomas123456,1/2-1/2,2022.10.28,10:39:40,2076,2079,+0,+0,Standard,60+0,A40,Normal
Rated bullet game,https://lichess.org/5Lhq2nR0,2022.10.28,sulko978,thomas123456,1-0,2022.10.28,10:37:34,2079,2085,+6,-6,Standard,60+0,D00,Time forfeit
Rated bullet game,https://lichess.org/RLq0UvwY,2022.10.28,thomas123456,sulko978,0-1,2022.10.28,10:35:40,2091,2073,-6,+6,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/p3CHsoCE,2022.10.28,sulko978,thomas123456,1-0,2022.10.28,10:33:44,2067,2097,+6,-6,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/PfGx3H43,2022.10.28,thomas123456,sulko978,0-1,2022.10.28,10:32:01,2103,2061,-6,+6,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/7vA5wNRN,2022.10.28,sulko978,thomas123456,0-1,2022.10.28,10:30:37,2066,2098,-5,+5,Standard,60+0,D00,Normal
Rated bullet game,https://lichess.org/NjHJ6rs5,2022.10.28,thomas123456,sulko978,1-0,2022.10.28,10:28:31,2093,2071,+5,-5,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/BxfhJKEf,2022.10.28,sulko978,thomas123456,1-0,2022.10.28,10:26:29,2065,2099,+6,-6,Standard,60+0,C44,Time forfeit
Rated bullet game,https://lichess.org/l11lNqKj,2022.10.28,thomas123456,sulko978,0-1,2022.10.28,10:24:43,2105,2058,-6,+7,Standard,60+0,C20,Normal
Rated bullet game,https://lichess.org/Rbm93p4a,2022.10.28,sulko978,thomas123456,0-1,2022.10.28,10:22:45,2064,2100,-6,+5,Standard,60+0,A40,Time forfeit
Rated bullet game,https://lichess.org/yqwYqi3f,2022.10.28,thomas123456,sulko978,0-1,2022.10.28,10:20:43,2107,2057,-7,+7,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/JL6ze9cv,2022.10.28,sulko978,thomas123456,0-1,2022.10.28,10:18:37,2062,2101,-5,+6,Standard,60+0,A40,Time forfeit
Rated bullet game,https://lichess.org/y1Lwr1gp,2022.10.27,Pattprofi,thomas123456,0-1,2022.10.27,16:17:35,2094,2096,-5,+5,Standard,60+0,D35,Normal
Rated bullet game,https://lichess.org/eb7lhkpT,2022.10.27,thomas123456,lextrasyen,1-0,2022.10.27,16:16:58,2092,1981,+4,-4,Standard,60+0,C41,Normal
Rated bullet game,https://lichess.org/0snM9Sit,2022.10.27,shahid70,thomas123456,0-1,2022.10.27,16:15:22,2078,2086,-5,+6,Standard,60+0,C21,Time forfeit
Rated bullet game,https://lichess.org/dqVesFnB,2022.10.27,macclassic,thomas123456,1-0,2022.10.27,16:14:26,2115,2091,+6,-5,Standard,60+0,C46,Normal
Rated bullet game,https://lichess.org/SrPFppyy,2022.10.27,thomas123456,timaloveschess,1-0,2022.10.27,16:12:15,2085,2110,+6,-6,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/vjW3PzzN,2022.10.27,thomas123456,X3kx,1/2-1/2,2022.10.27,16:10:07,2085,2130,+0,-1,Standard,60+0,B34,Normal
Rated bullet game,https://lichess.org/4hV4diOD,2022.10.27,shess77,thomas123456,0-1,2022.10.27,16:09:18,2065,2079,-6,+6,Standard,60+0,A00,Normal
Rated bullet game,https://lichess.org/TkLwP8pE,2022.10.27,thomas123456,greengiresun,0-1,2022.10.27,16:07:11,2083,2172,-4,+5,Standard,60+0,C44,Normal
Rated bullet game,https://lichess.org/RDvpDK71,2022.10.27,rabinlm11,thomas123456,1-0,2022.10.27,16:04:51,2024,2090,+7,-7,Standard,60+0,C44,Time forfeit
Rated bullet game,https://lichess.org/5QvBmktL,2022.10.27,thomas123456,rabinlm11,1-0,2022.10.27,16:02:58,2085,2029,+5,-5,Standard,60+0,C42,Normal
